pair_id,team_low_id,team_high_id,team_low_code,team_high_code,team_low_name,team_high_name,direct_matches,competitive_matches,friendly_matches,neutral_matches,last_match_date,last_match_score,coverage_status,verification_status,is_group_stage_pair,group_stage_match_no,model_fallback,source_notes
irn-sui,irn,sui,IRN,SUI,伊朗,瑞士,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
irn-swe,irn,swe,IRN,SWE,伊朗,瑞典,1,0,1,0,2015-03-31T00:00:00Z,3-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
irn-tun,irn,tun,IRN,TUN,伊朗,突尼斯,3,0,3,2,2022-11-16T00:00:00Z,0-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
irn-tur,irn,tur,IRN,TUR,伊朗,土耳其,12,0,12,2,2018-05-28T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
irn-uru,irn,uru,IRN,URU,伊朗,乌拉圭,2,1,1,2,2022-09-23T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
irn-usa,irn,usa,IRN,USA,伊朗,美国,3,2,1,2,2022-11-29T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
irn-uzb,irn,uzb,IRN,UZB,伊朗,乌兹别克斯坦,17,12,5,3,2025-11-18T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
irq-jor,irq,jor,IRQ,JOR,伊拉克,约旦,46,26,20,13,2025-12-12T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
irq-jpn,irq,jpn,IRQ,JPN,伊拉克,日本,13,12,1,9,2024-01-19T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
irq-kor,irq,kor,IRQ,KOR,伊拉克,韩国,24,15,9,13,2025-06-05T00:00:00Z,0-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
irq-ksa,irq,ksa,IRQ,KSA,伊拉克,沙特阿拉伯,36,28,8,19,2025-10-14T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
irq-mar,irq,mar,IRQ,MAR,伊拉克,摩洛哥,7,0,7,2,1981-03-08T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
irq-mex,irq,mex,IRQ,MEX,伊拉克,墨西哥,2,1,1,1,2022-11-09T00:00:00Z,4-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
irq-ned,irq,ned,IRQ,NED,伊拉克,荷兰,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
irq-nor,irq,nor,IRQ,NOR,伊拉克,挪威,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,1,18,contextual_fallback,four_independent_sources_checked_no_record
irq-nzl,irq,nzl,IRQ,NZL,伊拉克,新西兰,3,3,0,3,2009-06-20T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
irq-pan,irq,pan,IRQ,PAN,伊拉克,巴拿马,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
irq-par,irq,par,IRQ,PAR,伊拉克,巴拉圭,1,1,0,1,1986-06-04T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
irq-por,irq,por,IRQ,POR,伊拉克,葡萄牙,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
irq-qat,irq,qat,IRQ,QAT,伊拉克,卡塔尔,35,23,12,12,2023-10-13T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
irq-rsa,irq,rsa,IRQ,RSA,伊拉克,南非,1,1,0,0,2009-06-14T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
irq-sco,irq,sco,IRQ,SCO,伊拉克,苏格兰,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
irq-sen,irq,sen,IRQ,SEN,伊拉克,塞内加尔,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,1,62,contextual_fallback,four_independent_sources_checked_no_record
irq-sui,irq,sui,IRQ,SUI,伊拉克,瑞士,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
irq-swe,irq,swe,IRQ,SWE,伊拉克,瑞典,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
irq-tun,irq,tun,IRQ,TUN,伊拉克,突尼斯,10,3,7,2,2019-06-07T00:00:00Z,2-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
irq-tur,irq,tur,IRQ,TUR,伊拉克,土耳其,1,0,1,0,1976-02-08T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
irq-uru,irq,uru,IRQ,URU,伊拉克,乌拉圭,1,0,1,1,2003-08-15T00:00:00Z,2-5,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
irq-usa,irq,usa,IRQ,USA,伊拉克,美国,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
irq-uzb,irq,uzb,IRQ,UZB,伊拉克,乌兹别克斯坦,12,4,8,9,2021-03-29T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jor-jpn,jor,jpn,JOR,JPN,约旦,日本,7,6,1,5,2024-01-09T00:00:00Z,6-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jor-kor,jor,kor,JOR,KOR,约旦,韩国,9,7,2,3,2025-03-25T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jor-ksa,jor,ksa,JOR,KSA,约旦,沙特阿拉伯,16,7,9,4,2025-12-15T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jor-mar,jor,mar,JOR,MAR,约旦,摩洛哥,2,2,0,2,2025-12-18T00:00:00Z,2-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jor-mex,jor,mex,JOR,MEX,约旦,墨西哥,1,0,1,0,1985-10-18T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jor-ned,jor,ned,JOR,NED,约旦,荷兰,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
jor-nor,jor,nor,JOR,NOR,约旦,挪威,2,0,2,0,2023-09-07T00:00:00Z,6-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jor-nzl,jor,nzl,JOR,NZL,约旦,新西兰,2,0,2,1,2022-01-28T00:00:00Z,3-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jor-pan,jor,pan,JOR,PAN,约旦,巴拿马,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
jor-par,jor,par,JOR,PAR,约旦,巴拉圭,1,0,1,0,2019-09-10T00:00:00Z,2-4,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jor-por,jor,por,JOR,POR,约旦,葡萄牙,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
jor-qat,jor,qat,JOR,QAT,约旦,卡塔尔,18,13,5,4,2024-02-10T00:00:00Z,3-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jor-rsa,jor,rsa,JOR,RSA,约旦,南非,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
jor-sco,jor,sco,JOR,SCO,约旦,苏格兰,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
jor-sen,jor,sen,JOR,SEN,约旦,塞内加尔,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
jor-sui,jor,sui,JOR,SUI,约旦,瑞士,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
jor-swe,jor,swe,JOR,SWE,约旦,瑞典,1,0,1,1,2006-01-23T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jor-tun,jor,tun,JOR,TUN,约旦,突尼斯,3,1,2,1,2025-11-14T00:00:00Z,3-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jor-tur,jor,tur,JOR,TUR,约旦,土耳其,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
jor-uru,jor,uru,JOR,URU,约旦,乌拉圭,2,2,0,0,2013-11-20T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jor-usa,jor,usa,JOR,USA,约旦,美国,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
jor-uzb,jor,uzb,JOR,UZB,约旦,乌兹别克斯坦,15,5,10,5,2025-01-22T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jpn-kor,jpn,kor,JPN,KOR,日本,韩国,73,48,25,26,2022-07-27T00:00:00Z,3-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jpn-ksa,jpn,ksa,JPN,KSA,日本,沙特阿拉伯,18,16,2,7,2025-03-25T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jpn-mar,jpn,mar,JPN,MAR,日本,摩洛哥,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
jpn-mex,jpn,mex,JPN,MEX,日本,墨西哥,8,4,4,6,2025-09-06T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jpn-ned,jpn,ned,JPN,NED,日本,荷兰,3,1,2,2,2013-11-16T00:00:00Z,2-2,direct_history,verified_from_matches,1,11,direct_h2h,direct_history_from_matches
jpn-nor,jpn,nor,JPN,NOR,日本,挪威,1,0,1,0,2002-05-14T00:00:00Z,3-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jpn-nzl,jpn,nzl,JPN,NZL,日本,新西兰,4,3,1,2,2017-10-06T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jpn-pan,jpn,pan,JPN,PAN,日本,巴拿马,2,1,1,1,2020-11-13T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jpn-par,jpn,par,JPN,PAR,日本,巴拉圭,12,8,4,2,2025-10-10T00:00:00Z,2-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jpn-por,jpn,por,JPN,POR,日本,葡萄牙,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
jpn-qat,jpn,qat,JPN,QAT,日本,卡塔尔,8,8,0,3,2019-02-01T00:00:00Z,1-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jpn-rsa,jpn,rsa,JPN,RSA,日本,南非,1,0,1,0,2009-11-14T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jpn-sco,jpn,sco,JPN,SCO,日本,苏格兰,4,2,2,0,2026-03-28T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jpn-sen,jpn,sen,JPN,SEN,日本,塞内加尔,4,2,2,2,2018-06-24T00:00:00Z,2-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jpn-sui,jpn,sui,JPN,SUI,日本,瑞士,3,0,3,2,2018-06-08T00:00:00Z,2-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jpn-swe,jpn,swe,JPN,SWE,日本,瑞典,4,2,2,3,2002-05-25T00:00:00Z,1-1,direct_history,verified_from_matches,1,57,direct_h2h,direct_history_from_matches
jpn-tun,jpn,tun,JPN,TUN,日本,突尼斯,5,3,2,0,2022-06-14T00:00:00Z,0-3,direct_history,verified_from_matches,1,36,direct_h2h,direct_history_from_matches
jpn-tur,jpn,tur,JPN,TUR,日本,土耳其,3,2,1,1,2023-09-12T00:00:00Z,4-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jpn-uru,jpn,uru,JPN,URU,日本,乌拉圭,9,4,5,1,2023-03-24T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jpn-usa,jpn,usa,JPN,USA,日本,美国,4,2,2,1,2025-09-09T00:00:00Z,2-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
jpn-uzb,jpn,uzb,JPN,UZB,日本,乌兹别克斯坦,11,9,2,3,2019-01-17T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
kor-ksa,kor,ksa,KOR,KSA,韩国,沙特阿拉伯,19,12,7,10,2024-01-30T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
kor-mar,kor,mar,KOR,MAR,韩国,摩洛哥,4,3,1,4,2017-10-10T00:00:00Z,1-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
kor-mex,kor,mex,KOR,MEX,韩国,墨西哥,14,6,8,10,2025-09-09T00:00:00Z,2-2,direct_history,verified_from_matches,1,28,direct_h2h,direct_history_from_matches
kor-ned,kor,ned,KOR,NED,韩国,荷兰,2,1,1,1,2007-06-02T00:00:00Z,0-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
kor-nor,kor,nor,KOR,NOR,韩国,挪威,4,2,2,3,2006-06-01T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
kor-nzl,kor,nzl,KOR,NZL,韩国,新西兰,7,2,5,2,2015-03-31T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
kor-pan,kor,pan,KOR,PAN,韩国,巴拿马,1,0,1,0,2018-10-16T00:00:00Z,2-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
kor-par,kor,par,KOR,PAR,韩国,巴拉圭,8,2,6,3,2025-10-14T00:00:00Z,2-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
kor-por,kor,por,KOR,POR,韩国,葡萄牙,2,2,0,1,2022-12-02T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
kor-qat,kor,qat,KOR,QAT,韩国,卡塔尔,10,9,1,5,2020-11-17T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
kor-rsa,kor,rsa,KOR,RSA,韩国,南非,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,1,54,contextual_fallback,four_independent_sources_checked_no_record
kor-sco,kor,sco,KOR,SCO,韩国,苏格兰,1,0,1,0,2002-05-16T00:00:00Z,4-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
kor-sen,kor,sen,KOR,SEN,韩国,塞内加尔,5,1,4,2,2018-06-11T00:00:00Z,0-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
kor-sui,kor,sui,KOR,SUI,韩国,瑞士,2,1,1,1,2013-11-15T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
kor-swe,kor,swe,KOR,SWE,韩国,瑞典,4,1,3,2,2018-06-18T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
kor-tun,kor,tun,KOR,TUN,韩国,突尼斯,3,0,3,0,2023-10-13T00:00:00Z,4-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
kor-tur,kor,tur,KOR,TUR,韩国,土耳其,7,2,5,2,2011-02-09T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
kor-uru,kor,uru,KOR,URU,韩国,乌拉圭,10,4,6,4,2023-03-28T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
kor-usa,kor,usa,KOR,USA,韩国,美国,10,4,6,0,2025-09-06T00:00:00Z,0-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
kor-uzb,kor,uzb,KOR,UZB,韩国,乌兹别克斯坦,16,11,5,4,2018-11-20T00:00:00Z,4-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ksa-mar,ksa,mar,KSA,MAR,沙特阿拉伯,摩洛哥,8,3,5,3,2025-12-08T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ksa-mex,ksa,mex,KSA,MEX,沙特阿拉伯,墨西哥,7,5,2,4,2025-06-28T00:00:00Z,2-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ksa-ned,ksa,ned,KSA,NED,沙特阿拉伯,荷兰,1,1,0,1,1994-06-20T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ksa-nor,ksa,nor,KSA,NOR,沙特阿拉伯,挪威,1,0,1,0,1998-05-27T00:00:00Z,6-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ksa-nzl,ksa,nzl,KSA,NZL,沙特阿拉伯,新西兰,8,3,5,4,2013-09-05T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ksa-pan,ksa,pan,KSA,PAN,沙特阿拉伯,巴拿马,1,0,1,1,2022-11-10T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ksa-par,ksa,par,KSA,PAR,沙特阿拉伯,巴拉圭,3,0,3,1,2019-11-19T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ksa-por,ksa,por,KSA,POR,沙特阿拉伯,葡萄牙,2,0,2,1,2017-11-10T00:00:00Z,3-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ksa-qat,ksa,qat,KSA,QAT,沙特阿拉伯,卡塔尔,41,38,3,23,2019-12-05T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ksa-rsa,ksa,rsa,KSA,RSA,沙特阿拉伯,南非,4,1,3,2,2002-03-20T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ksa-sco,ksa,sco,KSA,SCO,沙特阿拉伯,苏格兰,1,0,1,0,1988-02-17T00:00:00Z,2-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ksa-sen,ksa,sen,KSA,SEN,沙特阿拉伯,塞内加尔,2,0,2,0,2002-05-14T00:00:00Z,3-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ksa-sui,ksa,sui,KSA,SUI,沙特阿拉伯,瑞士,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
ksa-swe,ksa,swe,KSA,SWE,沙特阿拉伯,瑞典,3,1,2,1,2006-01-18T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ksa-tun,ksa,tun,KSA,TUN,沙特阿拉伯,突尼斯,8,1,7,1,2009-10-14T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ksa-tur,ksa,tur,KSA,TUR,沙特阿拉伯,土耳其,3,0,3,1,2006-05-31T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ksa-uru,ksa,uru,KSA,URU,沙特阿拉伯,乌拉圭,3,1,2,1,2018-06-20T00:00:00Z,1-0,direct_history,verified_from_matches,1,13,direct_h2h,direct_history_from_matches
ksa-usa,ksa,usa,KSA,USA,沙特阿拉伯,美国,7,3,4,2,2025-06-19T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ksa-uzb,ksa,uzb,KSA,UZB,沙特阿拉伯,乌兹别克斯坦,12,11,1,5,2021-06-15T00:00:00Z,3-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mar-mex,mar,mex,MAR,MEX,摩洛哥,墨西哥,1,0,1,0,1971-09-11T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mar-ned,mar,ned,MAR,NED,摩洛哥,荷兰,3,1,2,1,2017-05-31T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mar-nor,mar,nor,MAR,NOR,摩洛哥,挪威,1,1,0,1,1998-06-10T00:00:00Z,2-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mar-nzl,mar,nzl,MAR,NZL,摩洛哥,新西兰,1,1,0,1,1980-10-26T00:00:00Z,3-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mar-pan,mar,pan,MAR,PAN,摩洛哥,巴拿马,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
mar-par,mar,par,MAR,PAR,摩洛哥,巴拉圭,2,0,2,2,2026-03-31T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mar-por,mar,por,MAR,POR,摩洛哥,葡萄牙,3,3,0,3,2022-12-10T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mar-qat,mar,qat,MAR,QAT,摩洛哥,卡塔尔,2,0,2,0,2014-09-03T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mar-rsa,mar,rsa,MAR,RSA,摩洛哥,南非,9,8,1,5,2024-01-30T00:00:00Z,0-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mar-sco,mar,sco,MAR,SCO,摩洛哥,苏格兰,1,1,0,1,1998-06-23T00:00:00Z,0-3,direct_history,verified_from_matches,1,30,direct_h2h,direct_history_from_matches
mar-sen,mar,sen,MAR,SEN,摩洛哥,塞内加尔,32,15,17,3,2026-01-18T00:00:00Z,3-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mar-sui,mar,sui,MAR,SUI,摩洛哥,瑞士,2,0,2,0,2004-02-18T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mar-swe,mar,swe,MAR,SWE,摩洛哥,瑞典,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
mar-tun,mar,tun,MAR,TUN,摩洛哥,突尼斯,37,23,14,6,2025-06-06T00:00:00Z,2-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mar-tur,mar,tur,MAR,TUR,摩洛哥,土耳其,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
mar-uru,mar,uru,MAR,URU,摩洛哥,乌拉圭,1,0,1,0,2015-03-28T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mar-usa,mar,usa,MAR,USA,摩洛哥,美国,4,0,4,0,2022-06-01T00:00:00Z,3-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mar-uzb,mar,uzb,MAR,UZB,摩洛哥,乌兹别克斯坦,1,0,1,0,2018-03-27T00:00:00Z,2-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mex-ned,mex,ned,MEX,NED,墨西哥,荷兰,9,2,7,4,2020-10-07T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mex-nor,mex,nor,MEX,NOR,墨西哥,挪威,6,1,5,2,2006-01-25T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mex-nzl,mex,nzl,MEX,NZL,墨西哥,新西兰,8,3,5,5,2024-09-07T00:00:00Z,3-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mex-pan,mex,pan,MEX,PAN,墨西哥,巴拿马,28,23,5,12,2026-01-22T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mex-par,mex,par,MEX,PAR,墨西哥,巴拉圭,21,6,15,12,2025-11-18T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mex-por,mex,por,MEX,POR,墨西哥,葡萄牙,6,3,3,4,2026-03-28T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mex-qat,mex,qat,MEX,QAT,墨西哥,卡塔尔,1,1,0,1,2023-07-02T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mex-rsa,mex,rsa,MEX,RSA,墨西哥,南非,4,3,1,3,2010-06-11T00:00:00Z,1-1,direct_history,verified_from_matches,1,1,direct_h2h,direct_history_from_matches
mex-sco,mex,sco,MEX,SCO,墨西哥,苏格兰,1,0,1,0,2018-06-02T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mex-sen,mex,sen,MEX,SEN,墨西哥,塞内加尔,1,0,1,1,2010-05-10T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mex-sui,mex,sui,MEX,SUI,墨西哥,瑞士,7,1,6,3,2025-06-07T00:00:00Z,2-4,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mex-swe,mex,swe,MEX,SWE,墨西哥,瑞典,11,2,9,5,2022-11-16T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mex-tun,mex,tun,MEX,TUN,墨西哥,突尼斯,1,1,0,1,1978-06-02T00:00:00Z,1-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mex-tur,mex,tur,MEX,TUR,墨西哥,土耳其,1,0,1,1,2025-06-10T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mex-uru,mex,uru,MEX,URU,墨西哥,乌拉圭,24,9,15,16,2025-11-15T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mex-usa,mex,usa,MEX,USA,墨西哥,美国,76,53,23,4,2025-07-06T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
mex-uzb,mex,uzb,MEX,UZB,墨西哥,乌兹别克斯坦,1,0,1,1,2023-09-12T00:00:00Z,3-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ned-nor,ned,nor,NED,NOR,荷兰,挪威,23,10,13,0,2026-03-27T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
ned-nzl,ned,nzl,NED,NZL,荷兰,新西兰,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
ned-pan,ned,pan,NED,PAN,荷兰,巴拿马,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
